Sample,Cluster
218956_s_at,1
218957_s_at,1
218958_at,1
218959_at,1
218960_at,0
218961_s_at,1
218962_s_at,0
218963_s_at,1
218964_at,1
218965_s_at,1
218966_at,0
218967_s_at,1
218968_s_at,1
218969_at,0
218970_s_at,1
218971_s_at,1
218972_at,1
218973_at,0
218974_at,1
218975_at,1
218976_at,0
218977_s_at,1
218978_s_at,1
218979_at,1
218980_at,1
218981_at,1
218982_s_at,0
218983_at,1
218984_at,1
218985_at,1
218986_s_at,1
218987_at,1
218988_at,1
218989_x_at,1
218990_s_at,1
218991_at,1
218992_at,0
218993_at,1
218994_s_at,1
218995_s_at,1
218996_at,1
218997_at,1
218998_at,1
218999_at,1
219000_s_at,1
219001_s_at,1
219002_at,0
219003_s_at,1
219004_s_at,1
219005_at,1
219006_at,0
219007_at,1
219008_at,1
219009_at,1
219010_at,0
219011_at,1
219012_s_at,1
219013_at,1
219014_at,0
219015_s_at,1
219016_at,1
219017_at,1
219018_s_at,1
219019_at,1
219020_at,1
219021_at,1
219022_at,1
219023_at,1
219024_at,1
219025_at,1
219026_s_at,1
219027_s_at,1
219028_at,1
219029_at,1
219030_at,0
219031_s_at,1
219032_x_at,0
219033_at,1
219034_at,1
219035_s_at,0
219036_at,1
219037_at,1
219038_at,1
219039_at,1
219040_at,1
219041_s_at,0
219042_at,1
219043_s_at,1
219044_at,1
219045_at,0
219046_s_at,1
219047_s_at,1
219048_at,1
219049_at,1
219050_s_at,1
219051_x_at,1
219052_at,1
219053_s_at,1
219054_at,1
219055_at,1
219056_at,1
219057_at,1
219058_x_at,1
219059_s_at,1
219060_at,1
219061_s_at,1
219062_s_at,1
219063_at,1
219064_at,1
219065_s_at,1
219066_at,1
219067_s_at,1
219068_x_at,1
219069_at,1
219070_s_at,0
219071_x_at,0
219072_at,1
219073_s_at,1
219074_at,1
219075_at,1
219076_s_at,0
219077_s_at,1
219078_at,1
219079_at,1
219080_s_at,1
219081_at,1
219082_at,1
219083_at,1
219084_at,1
219085_s_at,1
219086_at,1
219087_at,1
219088_s_at,1
219089_s_at,1
219090_at,1
219091_s_at,1
219092_s_at,1
219093_at,0
219094_at,1
219095_at,1
219096_at,0
219097_x_at,0
219098_at,1
219099_at,1
219100_at,1
219101_x_at,1
219102_at,1
219103_at,1
219104_at,1
219105_x_at,1
219106_s_at,1
219107_at,1
219108_x_at,0
219109_at,1
219110_at,0
219111_s_at,1
219112_at,1
219113_x_at,1
219114_at,1
219115_s_at,1
219116_s_at,1
219117_s_at,0
219118_at,1
219119_at,0
219120_at,1
219121_s_at,0
219122_s_at,1
219123_at,1
219124_at,1
219125_s_at,0
219126_at,0
219127_at,0
219128_at,1
219129_s_at,1
219130_at,1
219131_at,1
219132_at,1
219133_at,1
219134_at,1
219135_s_at,1
219136_s_at,1
219137_s_at,1
219138_at,1
219139_s_at,1
219140_s_at,1
219141_s_at,1
219142_at,1
219143_s_at,1
219144_at,1
219145_at,1
219146_at,1
219147_s_at,1
219148_at,1
219149_x_at,1
219150_s_at,1
219151_s_at,1
219152_at,1
219153_s_at,1
219154_at,1
219155_at,1
219156_at,1
219157_at,1
219158_s_at,1
219159_s_at,1
219160_s_at,1
219161_s_at,1
219162_s_at,0
219163_at,1
219164_s_at,1
219165_at,1
219166_at,1
219167_at,1
219168_s_at,1
219169_s_at,1
219170_at,1
219171_s_at,1
219172_at,1
219173_at,0
219174_at,1
219175_s_at,1
219176_at,0
219177_at,1
219178_at,1
219179_at,1
219180_s_at,0
219181_at,1
219182_at,1
219183_s_at,1
219184_x_at,1
219185_at,1
219186_at,1
219187_at,1
219188_s_at,1
219189_at,1
219190_s_at,1
219191_s_at,1
219192_at,0
219193_at,1
219194_at,0
219195_at,1
219196_at,1
219197_s_at,1
219198_at,1
219199_at,1
219200_at,1
219201_s_at,1
219202_at,1
219203_at,1
219204_s_at,1
219205_at,1
219206_x_at,0
219207_at,1
219208_at,1
219209_at,1
219210_s_at,1
219211_at,1
219212_at,1
219213_at,1
219214_s_at,1
219215_s_at,0
219216_at,1
219217_at,0
219218_at,1
219219_at,1
219220_x_at,0
219221_at,0
219222_at,1
219223_at,0
219224_x_at,1
219225_at,1
219226_at,1
219227_at,1
219228_at,0
219229_at,1
219230_at,1
219231_at,1
219232_s_at,0
219233_s_at,1
219234_x_at,1
219235_s_at,0
219236_at,1
219237_s_at,1
219238_at,1
219239_s_at,1
219240_s_at,1
219241_x_at,0
219242_at,1
219243_at,1
219244_s_at,1
219245_s_at,1
219246_s_at,1
219247_s_at,1
219248_at,1
219249_s_at,1
219250_s_at,1
219251_s_at,1
219252_s_at,1
219253_at,1
219254_at,1
219255_x_at,1
219256_s_at,1
219257_s_at,1
219258_at,1
219259_at,1
219260_s_at,1
219261_at,1
219262_at,1
219263_at,0
219264_s_at,1
219265_at,0
219266_at,1
219267_at,1
219268_at,1
219269_at,1
219270_at,1
219271_at,1
219272_at,1
219273_at,1
219274_at,1
219275_at,1
219276_x_at,0
219277_s_at,1
219278_at,1
219279_at,1
219280_at,1
219281_at,0
219282_s_at,1
219283_at,0
219284_at,1
219285_s_at,1
219286_s_at,1
219287_at,1
219288_at,1
219289_at,1
219290_x_at,1
219291_at,1
219292_at,1
219293_s_at,0
219294_at,1
219295_s_at,1
219296_at,1
219297_at,1
219298_at,1
219299_at,1
219300_s_at,1
219301_s_at,1
219302_s_at,1
219303_at,1
219304_s_at,0
219305_x_at,1
219306_at,1
219307_at,1
219308_s_at,1
219309_at,1
219310_at,1
219311_at,1
219312_s_at,1
219313_at,1
219314_s_at,1
219315_s_at,1
219316_s_at,1
219317_at,1
219318_x_at,1
219319_at,1
219320_at,1
219321_at,1
219322_s_at,1
219323_s_at,1
219324_at,1
219325_s_at,1
219326_s_at,1
219327_s_at,1
219328_at,1
219329_s_at,0
219330_at,1
219331_s_at,1
219332_at,1
219333_s_at,1
219334_s_at,1
219335_at,1
219336_s_at,1
219337_at,1
219338_s_at,1
219339_s_at,1
219340_s_at,1
219341_at,1
219342_at,1
219343_at,1
219344_at,1
219345_at,1
219346_at,1
219347_at,0
219348_at,1
219349_s_at,1
219350_s_at,0
219351_at,1
219352_at,1
219353_at,1
219354_at,1
219355_at,1
219356_s_at,0
219357_at,0
219358_s_at,1
219359_at,1
219360_s_at,0
219361_s_at,1
219362_at,1
219363_s_at,1
219364_at,1
219365_s_at,1
219366_at,1
219367_s_at,1
219368_at,1
219369_s_at,1
219370_at,1
219371_s_at,0
219372_at,1
219373_at,0
219374_s_at,1
219375_at,1
219376_at,1
219377_at,1
219378_at,1
219379_x_at,1
219380_x_at,1
219381_at,1
219382_at,1
219383_at,1
219384_s_at,1
219385_at,1
219386_s_at,1
219387_at,1
219388_at,1
219389_at,1
219390_at,1
219391_at,1
219392_x_at,0
219393_s_at,1
219394_at,1
219395_at,0
219396_s_at,1
219397_at,0
219398_at,0
219399_at,1
219400_at,1
219401_at,1
219402_s_at,0
219403_s_at,1
219404_at,0
219405_at,1
219406_at,1
219407_s_at,1
219408_at,1
219409_at,1
219410_at,1
219411_at,1
219412_at,1
219413_at,1
219414_at,1
219415_at,1
219416_at,1
219417_s_at,1
219418_at,0
219419_at,1
219420_s_at,1
219421_at,1
219422_at,1
219423_x_at,1
219424_at,1
219425_at,1
219426_at,1
219427_at,1
219428_s_at,0
219429_at,0
219430_at,1
219431_at,1
219432_at,1
219433_at,1
219434_at,1
219435_at,1
219436_s_at,1
219437_s_at,1
219438_at,1
219439_at,1
219440_at,1
219441_s_at,1
219442_at,0
219443_at,1
219444_at,1
219445_at,1
219446_at,1
219447_s_at,1
219448_at,1
219449_s_at,0
219450_at,0
219451_at,1
219452_at,1
219453_at,1
219454_at,1
219455_at,1
219456_s_at,1
219457_s_at,1
219458_s_at,1
219459_at,1
219460_s_at,1
219461_at,1
219462_at,1
219463_at,1
219464_at,1
219465_at,1
219466_s_at,1
219467_at,1
219468_s_at,1
219469_at,1
219470_x_at,1
219471_at,0
219472_at,1
219473_at,1
219474_at,0
219475_at,1
219476_at,1
219477_s_at,1
219478_at,1
219479_at,1
219480_at,1
219481_at,1
219482_at,1
219483_s_at,1
219484_at,1
219485_s_at,0
219486_at,1
219487_at,1
219488_at,1
219489_s_at,1
219490_s_at,1
219491_at,1
219492_at,1
219493_at,1
219494_at,1
219495_s_at,1
219496_at,0
219497_s_at,1
219498_s_at,1
219499_at,1
219500_at,1
219501_at,1
219502_at,1
219503_s_at,1
219504_s_at,1
219505_at,0
219506_at,1
219507_at,1
219508_at,0
219509_at,1
219510_at,1
219511_s_at,1
219512_at,1
219513_s_at,1
219514_at,1
219515_at,1
219516_at,1
219517_at,1
219518_s_at,1
219519_s_at,1
219520_s_at,1
219521_at,1
219522_at,1
219523_s_at,1
219524_s_at,1
219525_at,1
219526_at,1
219527_at,1
219528_s_at,1
219529_at,1
219530_at,1
219531_at,1
219532_at,1
219533_at,1
219534_x_at,1
219535_at,1
219536_s_at,1
219537_x_at,1
219538_at,1
219539_at,1
219540_at,1
219541_at,1
219542_at,1
219543_at,0
219544_at,1
219545_at,1
219546_at,1
219547_at,0
219548_at,1
219549_s_at,0
219550_at,1
219551_at,1
219552_at,1
219553_at,1
219554_at,1
219555_s_at,1
219556_at,1
219557_s_at,1
219558_at,1
219559_at,1
219560_at,1
219561_at,1
219562_at,1
219563_at,1
219564_at,1
219565_at,1
219566_at,1
219567_s_at,1
219568_x_at,1
219569_s_at,1
219570_at,1
219571_s_at,1
219572_at,0
219573_at,0
219574_at,1
219575_s_at,1
219576_at,1
219577_s_at,1
219578_s_at,1
219579_at,1
219580_s_at,0
219581_at,1
219582_at,1
219583_s_at,1
219584_at,1
219585_at,1
219586_at,1
219587_at,1
219588_s_at,1
219589_s_at,1
219590_x_at,0
219591_at,1
219592_at,1
219593_at,1
219594_at,1
219595_at,1
219596_at,1
219597_s_at,1
219598_s_at,0
219599_at,0
219600_s_at,0
219601_s_at,1
219602_s_at,1
219603_s_at,1
219604_s_at,1
219605_at,1
219606_at,1
219607_s_at,1
219608_s_at,1
219609_at,1
219610_at,1
219611_s_at,1
219612_s_at,1
219613_s_at,1
219614_s_at,1
219615_s_at,0
219616_at,1
219617_at,1
219618_at,1
219619_at,1
219620_x_at,0
219621_at,1
219622_at,0
219623_at,1
219624_at,1
219625_s_at,1
219626_at,1
219627_at,1
219628_at,1
219629_at,1
219630_at,0
219631_at,1
219632_s_at,1
219633_at,1
219634_at,1
219635_at,1
219636_s_at,1
219637_at,1
219638_at,1
219639_x_at,0
219640_at,1
219641_at,1
219642_s_at,1
219643_at,1
219644_at,1
219645_at,1
219646_at,1
219647_at,1
219648_at,1
219649_at,0
219650_at,1
219651_at,1
219652_s_at,1
219653_at,1
219654_at,1
219655_at,1
219656_at,1
219657_s_at,0
219658_at,1
219659_at,1
219660_s_at,1
219661_at,1
219662_at,1
219663_s_at,1
219664_s_at,0
219665_at,1
219666_at,0
219667_s_at,1
219668_at,1
219669_at,0
219670_at,1
219671_at,1
219672_at,1
219673_at,1
219674_s_at,1
219675_s_at,0
219676_at,1
219677_at,0
219678_x_at,0
219679_s_at,0
219680_at,1
219681_s_at,0
219682_s_at,1
219683_at,1
219684_at,1
219685_at,1
219686_at,1
219687_at,1
219688_at,1
219689_at,1
219690_at,1
219691_at,1
219692_at,1
219693_at,1
219694_at,1
219695_at,1
219696_at,1
219697_at,1
219698_s_at,1
219699_at,1
219700_at,1
219701_at,1
219702_at,1
219703_at,1
219704_at,1
219705_at,1
219706_at,1
219707_at,1
219708_at,1
219709_x_at,1
219710_at,1
219711_at,1
219712_s_at,1
219713_at,1
219714_s_at,1
219715_s_at,1
219716_at,1
219717_at,1
219718_at,1
219719_at,1
219720_s_at,1
219721_at,1
219722_s_at,1
219723_x_at,1
219724_s_at,1
219725_at,1
219726_at,1
219727_at,1
219728_at,1
219729_at,1
219730_at,1
219731_at,1
219732_at,1
219733_s_at,1
219734_at,1
219735_s_at,0
219736_at,1
219737_s_at,1
219738_s_at,1
219739_at,0
219740_at,1
219741_x_at,1
219742_at,1
219743_at,1
219744_at,1
219745_at,1
219746_at,1
219747_at,1
219748_at,1
219749_at,1
219750_at,1
219751_at,1
219752_at,1
219753_at,1
219754_at,1
219755_at,1
219756_s_at,1
219757_s_at,1
219758_at,1
219759_at,1
219760_at,1
219761_at,1
219762_s_at,0
219763_at,1
219764_at,1
219765_at,1
219766_at,1
219767_s_at,1
219768_at,1
219769_at,1
219770_at,1
219771_at,1
219772_s_at,1
219773_at,1
219774_at,1
219775_s_at,1
219776_s_at,1
219777_at,1
219778_at,1
219779_at,1
219780_at,1
219781_s_at,1
219782_s_at,1
219783_at,1
219784_at,0
219785_s_at,0
219786_at,1
219787_s_at,1
219788_at,1
219789_at,1
219790_s_at,1
219791_s_at,1
219792_at,1
219793_at,1
219794_at,1
219795_at,1
219796_s_at,0
219797_at,1
219798_s_at,0
219799_s_at,0
219800_s_at,1
219801_at,1
219802_at,1
219803_at,1
219804_at,1
219805_at,1
219806_s_at,0
219807_x_at,1
219808_at,1
219809_at,0
219810_at,1
219811_at,1
219812_at,1
219813_at,1
219814_at,1
219815_at,1
219816_s_at,0
219817_at,1
219818_s_at,1
219819_s_at,1
219820_at,1
219821_s_at,1
219822_at,1
219823_at,1
219824_at,1
219825_at,1
219826_at,1
219827_at,1
219828_at,1
219829_at,1
219830_at,1
219831_at,1
219832_s_at,1
219833_s_at,1
219834_at,1
219835_at,1
219836_at,1
219837_s_at,1
219838_at,1
219839_x_at,1
219840_s_at,1
219841_at,1
219842_at,1
219843_at,1
219844_at,1
219845_at,1
219846_at,1
219847_at,1
219848_s_at,1
219849_at,1
219850_s_at,0
219851_at,1
219852_s_at,1
219853_at,1
219854_at,1
219855_at,1
219856_at,1
219857_at,1
219858_s_at,1
219859_at,1
219860_at,1
219861_at,1
219862_s_at,1
219863_at,1
219864_s_at,1
219865_at,1
219866_at,0
219867_at,1
219868_s_at,1
219869_s_at,0
219870_at,1
219871_at,1
219872_at,1
219873_at,1
219874_at,1
219875_s_at,1
219876_s_at,1
219877_at,1
219878_s_at,1
219879_s_at,1
219880_at,0
219881_s_at,0
219882_at,1
219883_at,1
219884_at,1
219885_at,1
219886_at,1
219887_at,1
219888_at,1
219889_at,1
219890_at,1
219891_at,0
219892_at,1
219893_at,1
219894_at,1
219895_at,1
219896_at,1
219897_at,0
219898_at,1
219899_x_at,1
219900_s_at,1
219901_at,1
219902_at,1
219903_s_at,1
219904_at,1
219905_at,1
219906_at,1
219907_at,1
219908_at,1
219909_at,1
219910_at,1
219911_s_at,1
219912_s_at,1
219913_s_at,1
219914_at,1
219915_s_at,1
219916_s_at,1
219917_at,1
219918_s_at,1
219919_s_at,1
219920_s_at,1
219921_s_at,1
219922_s_at,1
219923_at,1
219924_s_at,1
219925_at,1
219926_at,1
219927_at,1
219928_s_at,1
219929_s_at,1
219930_at,1
219931_s_at,1
219932_at,1
219933_at,0
219934_s_at,1
219935_at,1
219936_s_at,1
219937_at,1
219938_s_at,1
219939_s_at,0
219940_s_at,1
219941_at,1
219942_at,1
219943_s_at,1
219944_at,1
219945_at,1
219946_x_at,0
219947_at,1
219948_x_at,1
219949_at,1
219950_s_at,1
219951_s_at,1
219952_s_at,1
219953_s_at,1
219954_s_at,1
219955_at,1
219956_at,1
219957_at,1
219958_at,1
219959_at,1
219960_s_at,1
219961_s_at,1
219962_at,1
219963_at,1
219964_at,1
219965_s_at,1
219966_x_at,1
219967_at,1
219968_at,1
219969_at,1
219970_at,0
219971_at,1
219972_s_at,1
219973_at,1
219974_x_at,0
219975_x_at,1
219976_at,1
219977_at,1
219978_s_at,1
219979_s_at,1
219980_at,1
219981_x_at,0
219982_s_at,1
219983_at,1
219984_s_at,1
219985_at,1
219986_s_at,1
219987_at,0
219988_s_at,1
219989_s_at,1
219990_at,1
219991_at,1
219992_at,0
219993_at,1
219994_at,1
219995_s_at,1
219996_at,1
219997_s_at,1
219998_at,1
219999_at,1
220000_at,1
220001_at,1
220002_at,1
220003_at,1
220004_at,1
220005_at,1
220006_at,1
220007_at,1
220008_at,1
220009_at,1
220010_at,1
220011_at,1
220012_at,1
220013_at,1
220014_at,1
220015_at,0
220016_at,1
220017_x_at,1
220018_at,1
220019_s_at,1
220020_at,1
220021_at,1
220022_at,1
220023_at,1
220024_s_at,1
220025_at,1
220026_at,0
220027_s_at,1
220028_at,1
220029_at,1
220030_at,1
220031_at,1
220032_at,1
220033_at,1
220034_at,1
220035_at,1
220036_s_at,1
220037_s_at,1
220038_at,1
220039_s_at,1
220040_x_at,1
220041_at,0
220042_x_at,1
220043_s_at,1
220044_x_at,1
220045_at,1
220046_s_at,0
220047_at,1
220048_at,1
220049_s_at,1
220050_at,1
220051_at,1
220052_s_at,1
220053_at,1
220054_at,1
220055_at,1
220056_at,0
220057_at,1
220058_at,1
220059_at,1
220060_s_at,1
220061_at,1
220062_s_at,1
220063_at,1
220064_at,1
220065_at,1
220066_at,1
220067_at,1
220068_at,1
220069_at,1
220070_at,1
220071_x_at,0
220072_at,1
220073_s_at,0
220074_at,1
220075_s_at,0
220076_at,1
220077_at,1
220078_at,1
220079_s_at,1
220080_at,1
220081_x_at,0
220082_at,0
220083_x_at,1
220084_at,1
220085_at,1
220086_at,1
220087_at,1
220088_at,1
220089_at,1
220090_at,1
220091_at,1
220092_s_at,1
220093_at,1
220094_s_at,0
220095_at,1
220096_at,1
220097_s_at,1
220098_at,1
220099_s_at,0
220100_at,1
220101_x_at,1
220102_at,1
220103_s_at,1
220104_at,1
220105_at,1
220106_at,1
220107_s_at,1
220108_at,1
220109_at,1
220110_s_at,1
220111_s_at,1
220112_at,1
220113_x_at,1
220114_s_at,1
220115_s_at,1
220116_at,1
220117_at,1
220118_at,1
220119_at,1
220120_s_at,1
220121_at,1
220122_at,1
220123_at,1
220124_at,1
220125_at,1
220126_at,1
220127_s_at,0
220128_s_at,0
220129_at,1
220130_x_at,1
220131_at,1
220132_s_at,1
220133_at,1
220134_x_at,1
220135_s_at,1
220136_s_at,1
220137_at,1
220138_at,1
220139_at,1
220140_s_at,1
220141_at,1
220142_at,1
220143_x_at,1
220144_s_at,1
220145_at,1
220146_at,1
220147_s_at,0
220148_at,1
220149_at,1
220150_s_at,1
220151_at,1
220152_at,1
220153_at,1
220154_at,1
220155_s_at,1
220156_at,1
220157_x_at,1
220158_at,1
220159_at,1
220160_s_at,1
220161_s_at,0
220162_s_at,1
220163_s_at,1
220164_s_at,1
220165_at,0
220166_at,1
220167_s_at,1
220168_at,1
220169_at,1
220170_at,1
220171_x_at,1
220172_at,1
220173_at,1
220174_at,1
220175_s_at,1
220176_at,1
220177_s_at,1
220178_at,1
220179_at,1
220180_at,1
220181_x_at,1
220182_at,1
220183_s_at,1
220184_at,1
220185_at,1
220186_s_at,0
220187_at,1
220188_at,1
220189_s_at,0
220190_s_at,1
220191_at,1
220192_x_at,0
220193_at,1
220194_at,1
220195_at,1
220196_at,1
220197_at,1
220198_s_at,1
220199_s_at,1
220200_s_at,1
220201_at,1
220202_s_at,1
220203_at,1
220204_s_at,1
220205_at,1
220206_at,1
220207_at,1
220208_at,1
220209_at,1
220210_at,1
220211_at,1
220212_s_at,1
220213_at,1
220214_at,1
220215_at,1
220216_at,1
220217_x_at,1
220218_at,1
220219_s_at,1
220220_at,1
220221_at,1
220222_at,1
220223_at,1
220224_at,1
220225_at,1
220226_at,1
220227_at,1
220228_at,1
220229_s_at,1
220230_s_at,1
220231_at,1
220232_at,1
220233_at,1
220234_at,1
220235_s_at,1
220236_at,1
220237_at,1
220238_s_at,1
220239_at,1
220240_s_at,1
220241_at,1
220242_x_at,1
220243_at,1
220244_at,1
220245_at,1
220246_at,1
220247_at,1
220248_x_at,0
220249_at,1
220250_at,1
220251_at,1
220252_x_at,1
220253_s_at,1
220254_at,1
220255_at,1
220256_s_at,1
220257_x_at,1
220258_s_at,1
220259_at,1
220260_at,1
220261_s_at,1
220262_s_at,1
220263_at,1
220264_s_at,1
220265_at,1
220266_s_at,0
220267_at,1
220268_at,1
220269_at,1
220270_at,1
220271_x_at,1
220272_at,1
220273_at,1
220274_at,1
220275_at,1
220276_at,1
220277_at,1
220278_at,1
220279_at,1
220280_s_at,1
220281_at,1
220282_at,1
220283_at,1
220284_at,1
220285_at,1
220286_at,1
220287_at,1
220288_at,1
220289_s_at,1
220290_at,1
220291_at,1
220292_at,1
220293_at,1
220294_at,1
220295_x_at,1
220296_at,1
220297_at,1
220298_s_at,1
220299_at,1
220300_at,1
220301_at,1
220302_at,1
220303_at,1
220304_s_at,1
220305_at,1
220306_at,0
220307_at,1
220308_at,1
220309_at,1
220310_at,1
220311_at,1
220312_at,1
220313_at,1
220314_at,1
220315_at,1
220316_at,1
220317_at,1
220318_at,1
220319_s_at,1
220320_at,1
220321_s_at,1
220322_at,1
220323_at,1
220324_at,1
220325_at,1
220326_s_at,1
220327_at,1
220328_at,1
220329_s_at,1
220330_s_at,1
220331_at,1
220332_at,1
220333_at,1
220334_at,1
220335_x_at,0
220336_s_at,1
220337_at,1
220338_at,1
220339_s_at,1
220340_at,1
220341_s_at,1
220342_x_at,1
220343_at,1
220344_at,1
220345_at,1
220346_at,1
220347_at,1
220348_at,1
220349_s_at,1
220350_at,1
220351_at,1
220352_x_at,0
220353_at,1
220354_at,0
220355_s_at,1
220356_at,1
220357_s_at,0
220358_at,1
220359_s_at,1
220360_at,1
220361_at,1
220362_at,1
220363_s_at,1
220364_at,1
220365_at,1
220366_at,1
220367_s_at,1
220368_s_at,1
220369_at,1
220370_s_at,1
220371_s_at,1
220372_at,1
220373_at,1
220374_at,1
220375_s_at,0
220376_at,0
220377_at,1
220378_at,1
220379_at,1
220380_at,1
220381_at,1
220382_s_at,1
220383_at,1
220384_at,1
220385_at,1
220386_s_at,1
220387_s_at,1
220388_at,1
220389_at,1
220390_at,1
220391_at,1
220392_at,1
220393_at,1
220394_at,1
220395_at,1
220396_at,1
220397_at,1
220398_at,1
220399_at,1
220400_at,1
220401_at,1
220402_at,1
220403_s_at,1
220404_at,1
220405_at,1
220406_at,1
220407_s_at,1
220408_x_at,0
220409_at,1
220410_s_at,1
220411_x_at,1
220412_x_at,1
220413_at,1
220414_at,1
220415_at,1
220416_at,1
220417_s_at,0
220418_at,1
220419_s_at,0
220420_at,1
220421_at,1
220422_at,1
220423_at,1
220424_at,1
220425_x_at,1
220426_at,1
220427_at,1
220428_at,1
220429_at,1
220430_at,1
220431_at,1
220432_s_at,1
220433_at,1
220434_at,1
220435_at,1
220436_at,1
220437_at,1
220438_at,1
220439_at,1
220440_at,1
220441_at,0
220442_at,1
220443_s_at,1
220444_at,1
220445_s_at,1
220446_s_at,1
220447_at,1
220448_at,1
220449_at,1
220450_at,1
220451_s_at,1
220452_x_at,1
220453_at,1
220454_s_at,0
220455_at,1
220456_at,1
220457_at,1
220458_at,1
220459_at,1
220460_at,1
220461_at,1
220462_at,1
220463_at,1
220464_at,1
220465_at,0
220466_at,1
220467_at,1
220468_at,0
220469_at,1
220470_at,1
220471_s_at,1
220472_at,1
220473_s_at,1
220474_at,1
220475_at,1
220476_s_at,1
220477_s_at,0
220478_at,1
220479_at,1
220480_at,1
220481_at,1
220482_s_at,1
220483_s_at,1
220484_at,1
220485_s_at,1
220486_x_at,0
220487_at,1
220488_s_at,1
220489_s_at,1
220490_at,1
220491_at,1
220492_s_at,1
220493_at,1
220494_s_at,1
220495_s_at,0
220496_at,1
220497_at,1
220498_at,1
220499_at,1
220500_s_at,1
220501_at,1
220502_s_at,1
220503_at,1
220504_at,1
220505_at,1
220506_at,1
220507_s_at,1
220508_at,1
220509_at,1
220510_at,1
220511_s_at,1
220512_at,1
220513_at,0
220514_at,1
220515_at,1
220516_at,1
220517_at,1
220518_at,1
220519_s_at,1
220520_s_at,1
220521_s_at,1
220522_at,1
220523_at,1
220524_at,1
220525_s_at,0
220526_s_at,0
220527_at,1
220528_at,1
220529_at,1
220530_at,1
220531_at,1
220532_s_at,0
220533_at,1
220534_at,1
220535_at,1
220536_at,1
220537_at,1
220538_at,1
220539_at,1
220540_at,1
220541_at,1
220542_s_at,1
220543_at,1
220544_at,1
220545_s_at,1
220546_at,1
220547_s_at,0
220548_at,1
220549_at,1
220550_at,1
220551_at,1
220552_at,1
220553_s_at,1
220554_at,1
220555_s_at,1
220556_at,1
220557_s_at,1
220558_x_at,1
220559_at,1
220560_at,1
220561_at,1
220562_at,1
220563_s_at,1
220564_at,1
220565_at,1
220566_at,1
220567_at,1
220568_at,1
220569_at,1
220570_at,1
220571_at,1
220572_at,0
220573_at,1
220574_at,1
220575_at,1
220576_at,1
220577_at,1
220578_at,1
220579_at,1
220580_at,1
220581_at,1
220582_at,1
220583_at,1
220584_at,1
220585_at,1
220586_at,1
220587_s_at,1
220588_at,1
220589_s_at,1
220590_at,1
220591_s_at,1
220592_at,1
220593_s_at,1
220594_at,1
220595_at,1
220596_at,1
220597_s_at,1
220598_at,1
220599_s_at,1
220600_at,1
220601_at,1
220602_s_at,1
220603_s_at,1
220604_x_at,1
220605_s_at,0
220606_s_at,1
220607_x_at,0
220608_s_at,1
220609_at,1
220610_s_at,1
220611_at,1
220612_at,1
220613_s_at,1
220614_s_at,1
220615_s_at,0
220616_at,1
220617_s_at,1
220618_s_at,1
220619_at,1
220620_at,1
220621_at,1
220622_at,1
220623_s_at,1
220624_s_at,1
220625_s_at,1
220626_at,1
220627_at,1
220628_s_at,1
220629_at,1
220630_s_at,1
220631_at,1
220632_s_at,1
220633_s_at,1
220634_at,1
220635_at,1
220636_at,1
220637_at,1
220638_s_at,1
220639_at,1
220640_at,1
220641_at,1
220642_x_at,1
220643_s_at,1
220644_at,1
220645_at,0
220646_s_at,1
220647_s_at,0
220648_at,1
220649_at,1
220650_s_at,1
220651_s_at,1
220652_at,1
220653_at,1
220654_at,1
220655_at,1
220656_at,1
220657_at,1
220658_s_at,1
220659_s_at,1
220660_at,1
220661_s_at,1
220662_s_at,1
220663_at,1
220664_at,1
220665_at,1
220666_at,1
220667_at,1
220668_s_at,1
220669_at,1
220670_at,1
220671_at,0
220672_at,1
220673_s_at,1
220674_at,1
220675_s_at,1
220676_at,1
220677_s_at,1
220678_at,1
220679_s_at,1
220680_at,1
220681_at,1
220682_s_at,1
220683_at,1
220684_at,1
220685_at,1
220686_s_at,1
220687_at,0
220688_s_at,1
220689_at,1
220690_s_at,1
220691_at,1
220692_at,1
220693_at,1
220694_at,1
220695_at,1
220696_at,1
220697_at,1
220698_at,1
220699_s_at,1
220700_at,1
220701_at,1
220702_at,1
220703_at,1
220704_at,1
220705_s_at,1
220706_at,1
220707_s_at,1
220708_at,1
220709_at,1
220710_at,1
220711_at,1
220712_at,1
220713_at,1
220714_at,1
220715_at,1
220716_at,1
220717_at,1
220718_at,1
220719_at,1
220720_x_at,1
220721_at,1
220722_s_at,1
220723_s_at,1
220724_at,1
220725_x_at,0
220726_at,1
220727_at,1
220728_at,1
220729_at,1
220730_at,1
220731_s_at,0
220732_at,1
220733_at,1
220734_s_at,0
220735_s_at,1
220736_at,1
220737_at,1
220738_s_at,1
220739_s_at,0
220740_s_at,1
220741_s_at,0
220742_s_at,0
220743_at,1
220744_s_at,1
220745_at,1
220746_s_at,1
220747_at,1
220748_s_at,1
220749_at,1
220750_s_at,1
220751_s_at,1
220752_at,1
220753_s_at,0
220754_at,1
220755_s_at,0
220756_s_at,1
220757_s_at,1
220758_s_at,1
220759_at,1
220760_x_at,1
220761_s_at,1
220762_s_at,1
220763_at,1
220764_at,1
220765_s_at,0
220766_at,1
220767_at,1
220768_s_at,0
220769_s_at,1
220770_s_at,1
220771_at,1
220772_at,1
220773_s_at,1
220774_at,1
220775_s_at,1
220776_at,1
220777_at,1
220778_x_at,1
